14382,14390,17790
14436,14446,19837
7753,17845,19308
2023,2053,19839
7799,14523,14533
7786,14524,14534
2035,14543,17846
7877,7915,19321
2266,14723,17900
8075,14701,14724
14749,17898,17902
8154,14730,17917
8138,8180,17911
8224,14815,17930
8263,14798,14823
8281,14835,17940
17960
8547,14986,18013
8528,18018,19380
8564,14976,19381
8674,15013,19387
8732,15056,18062
8755,15070,18068
8730,18071,19395
8748,18074,20011
8951,18084,18089
9006,15186,18100
9076,15271,18141
9191,9213,19428
9338,19877
15400
9674,19452,19456
9759,15627,18278
15619
15651,18288
15638,18293,19470
9889,18319,19897
10086,15730,15740
15739,15747,18338
10135,10164,15761
10155,10179,19488
10213,10288,18373
10324,18382,18383
10304,15797,18394
10346,15845,18393
15841,15851,18396
10510,10527,18423
4417,15985,15995
10722,10737,18492
10805,16070,19529
10838,16078,19530
4605,10830,19532
10888,16084,16085
16069,19927
10910,16105,16118
10985,11005,19548
10997,18547,19551
19928
18573,19549,19557
11067
18595,19566,19931
11143,18595,19566
4881
16310,18631,19579
18636,19583
11292,18640,18646
11336
11307,18663,19590
16372,18662,20036
5057,5083,18667
11418,18671
11455,11472,16414
11504,11541,19953
5312,18743,19612
11808,11829,16564
16630,18789,18797
5535,16625,18799
18878,18888,19678
16819,16827,18894
16859,18897
6079,16928,18941
12606,12636,19692
6165,12768,20047
6176,12874,18972
6263,19000,19719
13459,13500,19749
17400,17412,19759
17428,17444,19135
17492,17516,19163
13843,17525,19993
7028,17543,19995
17541,17558,19793
7155,17630,19206
17655,17676,19810
17711,17719,17731
7432,14319,14341
1802,7531,17783
7533,14380,17793
1805,14391,14407
1808,7514,17787
107,14384,19290
1820,1838,17786,19292
104,7534,19835
103,105,19835
104,14402,19835
1840,1851,7526,7527
101,14400,19290
1812,7537,7544,14385
7530,7546,14394
7548,14387,14395,14401
1827,7549,14395
1839,7535,14417,17791
1822,1823,14403,14418
1841,7515,7543,7582
7547,7563,14387,14401
1828,1829,7550,17797
1849,7594,14391,14407
1850,1863,7569,14383
1806,1872,14402,17791
1824,1864,7542,17792
