73,29,1,0.2
73,29,2,0.7000000000000001
73,29,3,2.9000000000000004
73,29,4,0.6000000000000001
73,29,5,1.
73,29,6,0.9
73,29,7,6.5
73,29,8,4.5
73,29,9,5.6000000000000005
73,29,10,10.
73,29,11,13.
73,29,12,13.700000000000001
73,29,13,13.600000000000001
73,29,14,17.2
73,29,15,14.200000000000001
73,29,16,19.8
73,29,17,20.900000000000002
73,29,18,23.1
73,29,19,20.200000000000003
73,29,20,22.200000000000003
73,29,21,24.700000000000003
73,29,22,30.5
73,29,23,31.200000000000003
73,29,24,25.200000000000003
73,29,25,26.5
73,29,26,33.1
73,29,27,39.1
73,29,28,43.900000000000006
73,29,29,53.6
73,29,30,53.1
73,29,31,51.5
73,29,32,47.
73,29,33,65.8
73,29,34,64.9
73,29,35,71.60000000000001
73,29,36,71.2
73,29,37,60.6
73,29,38,57.1
73,29,39,51.300000000000004
73,29,40,48.
73,29,41,40.400000000000006
73,29,42,30.1
73,29,43,23.1
73,29,44,17.6
73,29,45,8.1
73,29,46,4.6000000000000005
73,29,47,2.3000000000000003
73,29,48,2.4000000000000004
73,29,49,1.5
73,29,50,1.
73,29,51,1.
73,29,52,2.
73,30,1,0.4
73,30,2,1.2000000000000002
73,30,3,3.7
73,30,4,0.9
73,30,5,1.3
73,30,6,1.3
73,30,7,8.1
73,30,8,5.6000000000000005
73,30,9,8.1
73,30,10,12.200000000000001
73,30,11,16.3
73,30,12,16.400000000000002
73,30,13,15.600000000000001
73,30,14,20.900000000000002
73,30,15,16.2
73,30,16,23.8
73,30,17,22.900000000000002
73,30,18,25.6
73,30,19,22.6
73,30,20,24.200000000000003
73,30,21,28.3
73,30,22,32.800000000000004
73,30,23,34.6
73,30,24,29.1
73,30,25,30.
73,30,26,38.400000000000006
73,30,27,42.2
73,30,28,50.5
73,30,29,58.800000000000004
73,30,30,59.7
73,30,31,59.1
73,30,32,51.7
73,30,33,72.7
73,30,34,73.7
73,30,35,78.
73,30,36,77.30000000000001
73,30,37,67.9
73,30,38,63.6
73,30,39,58.1
73,30,40,55.
73,30,41,47.1
73,30,42,38.300000000000004
73,30,43,29.3
73,30,44,24.3
73,30,45,12.600000000000001
73,30,46,7.300000000000001
73,30,47,4.2
73,30,48,4.
73,30,49,2.9000000000000004
73,30,50,1.9000000000000001
73,30,51,1.5
73,30,52,2.1
73,31,1,0.6000000000000001
73,31,2,1.6
73,31,3,5.2
73,31,4,1.1
73,31,5,1.5
73,31,6,1.9000000000000001
