8712,18130,18143
22487,22494
18249,22503,24638
2367,22563,24140
9280,9327,24132
9361,9390,24646
22630,24789
9582,18545,18589
10345,18873,18893
10347,10424,10641
3100,18907,24180
18998,24189
10937,18969,19007
11499,22831
19221,19260,22839
4640,19812,23046
13040,19826,19854
13382,23064,23071
4805,13396,24289
20170,20193,23147
20160
13916,24303,24704
20221,20265,23171
14113,20331,23185
23195,23212,24328
14286,14323,23233
20447,20459,24348
14544,23295,24360
20531,20548,24803
14591,23315,24361
14668,14722,23340
14889,20729,24717
14949,20724,24384
15053,20823,23432
15109,23417,23418
15089,15151,24392
15159,15178,20862
6242,23457,24406
15261,20910,20915
15223,23463,23480
15315,15358,23469
15355,15356,23495
6451,15425,24432
21032,21044,21056
15456,15475,24429
21091,21098,23533
15614,21133,24735
15805,15852
6712,23572,24809
15997,16024,16062
16116,21339,23635
16198,16272,21386
7301,21626,23735
16704,21654,24513
16721,23753,24751
16772,16806,23749
16775,16808,23751
16776,16840,22432
17054,23795,23802
21804,21816,23823
17007,21835,24757
21874,21880,24548
17307,18074,21941
17298,17327,21978
17350,21982,23888
17386,22031,23915
17435,17441,22033
17466,18075,23931
8032,17475,24573
17584,22121,23973
8165,22160,22184
17701,24000,24779
17806,22318,24605
8366,22292,24027
17883,22308,24606
22310,22329,24039
17909,22326,24610
8423,8436,24052
17926,17936,24615
8454,24614,24618
18082,22436,24623
1804,8614,18088
1804,1805,1830
1812,18091,22455
1814,1815,8604
1823,18098,22441
98,22442,24089
1826,18102,24785
8589,8664,18093
1806,1807,8593,8615
1831,8594,18090,22445
1798,8583,18105
1813,8602,18107
1834,8586,8624,18109
1857,8587,8625,22443
8611,8627,18121
1839,8588,18110,22442
87,18111,22442,24089
1826,1827,18103,24785
1860,8589,22444,22460
1840,1841,18094,24091
1872,8709,18102,24785
1876,8629,8647,18087
1850,8652,8653,18106
1868,8661,18101,22457
1873,1874,22444,24628
1861,1893,22454,24091
1877,8651,18115,18129
