-7.405405405405405,13.016795865633075,0,0,43,13,0,31.3736515045166,0.03504433110356331,0.380379319190979,0.5845763683319092,0.00008116224332440549
-9.045045045045045,13.025839793281653,0.007537190646420209,0,37,13,0,281.72306632995605,0.0317239947617054,0.3272486627101898,0.6410273313522339,0.0006492979465952439
-9.891891891891891,13.034883720930232,0,0,33,13,0,104.73033142089844,0.12508945167064667,0.2904597222805023,0.5844508409500122,0.00024348672997321646
-8.783783783783784,13.179586563307494,0.0039997716226923136,0,38,12,0,30.349260568618774,0.009481659159064293,0.6234288811683655,0.3670894503593445,0.0005681357032708384
-7.6126126126126135,13.179586563307494,0,0,43,12,0,67.7220458984375,0.04859399423003197,0.27570903301239014,0.6756969690322876,0.00016232448664881097
-7.108108108108109,13.188630490956072,0,0.008316017575457293,45,12,0,463.6063480377197,0.08974583446979523,0.47810012102127075,0.4321540594100952,0.00040581121662202745
-7.801801801801801,13.224806201550386,0.014976485549673861,0,42,12,0,94.41193008422852,0.05595892667770386,0.37487033009529114,0.5691707730293274,0.00024348672997321646
-8.,13.233850129198967,0.010521845749032425,0,41,12,0,83.65889358520508,0.011539052240550518,0.37241023778915405,0.6160507202148438,0.00024348672997321646
-8.018018018018019,13.251937984496124,0.009385440534261281,0,41,12,0,308.41015625,0.013885967433452606,0.3444278836250305,0.6416861414909363,0.00024348672997321646
-9.468468468468469,13.27002583979328,0,0,35,12,0,1503.6662673950195,0.06616073846817017,0.5083445906639099,0.4254946708679199,0.0008927846765684603
-8.027027027027026,13.306201550387597,0,0,41,12,0,68.34771823883057,0.014318693429231644,0.3995794951915741,0.5861018300056458,0.0004869734599464329
-9.072072072072071,13.34237726098191,0,0,37,12,0,13.598841905593872,0.08791650086641312,0.49869304895401,0.41339045763015747,0.0004869734599464329
-8.108108108108109,13.351421188630491,0,0,41,12,0,16.335756301879883,0.017079299315810204,0.3832962214946747,0.599624514579773,0.00008116224332440549
-7.63963963963964,13.405684754521964,0,0,42,11,0,49.84597396850586,0.038033124059438705,0.34701526165008545,0.6149516105651855,0.00024348672997321646
-7.117117117117116,13.405684754521964,0.009479772620493668,0,45,11,0,93.62485885620117,0.04645772650837898,0.27464428544044495,0.6788979768753052,0.00032464897329762194
